tiempo,ps0_raw,ps0_simple,ps0_kal,ps7_raw,ps7_simple,ps7_kal,ps2_raw,ps2_simple,ps2_kal,ps5_raw,ps5_simple,ps5_kal,enc_left,enc_right
18.7,68.7156,68.0083,67.6391,71.7645,67.8744,72.3313,74.47,70.7452,69.3218,62.8111,157.1207,142.2973,552.65256,380.0656
18.75,64.7796,66.9293,67.1567,69.138,67.425,71.7933,64.8286,69.9248,68.573,73.2846,117.8355,130.7952,553.0482,380.3482
18.8,63.4994,66.4979,66.5413,65.462,66.4204,70.7323,58.9088,67.5397,66.9623,71.4305,77.0808,120.9011,553.45012,380.6308
18.85,67.418,66.5112,66.6816,63.2746,66.4498,69.4835,73.0179,68.2415,67.9715,68.2423,68.3156,112.1246,553.85204,380.90712
18.9,69.3868,66.7599,67.1267,64.3841,66.8047,68.6278,65.7314,67.3914,67.5982,72.805,69.7147,105.5713,554.25396,381.18972
18.95,66.213,66.2594,66.9685,86.966,69.8449,71.6783,66.9708,65.8915,67.4936,68.4656,70.8456,99.3871,554.65588,381.47232
19.0,61.5196,65.6074,66.0546,115.1107,79.0395,78.9113,66.1027,66.1463,67.2618,70.1526,70.2192,94.5146,555.05152,381.74864
19.05,66.4042,66.1883,66.107,145.496,95.0463,90.0029,64.8372,67.332,66.8577,61.0556,68.1442,88.9381,555.45344,382.03124
19.1,65.9225,65.8892,66.0763,167.708,115.9329,102.9537,67.3121,66.1908,66.9334,65.2757,67.5509,84.9944,555.6544,381.83028
19.15,62.7001,64.5519,65.5136,66.9254,116.4412,96.949,64.5279,65.9501,66.5325,64.7122,65.9323,81.614,555.85536,381.62932
19.2,66.1782,64.5449,65.6244,70.061,113.0602,92.4677,64.1194,65.3799,66.1303,67.7203,65.7833,79.2984,556.05632,381.42836
19.25,66.8266,65.6063,65.8247,68.0656,103.6512,88.4007,59.8164,64.1226,65.078,67.1756,65.1879,77.2779,556.25728,381.2274
19.3,62.2649,64.7785,65.2314,66.0416,87.7603,84.6742,68.6702,64.8892,65.6767,67.1988,66.4165,75.5981,556.45824,381.02644
19.35,67.1407,65.0221,65.5496,67.2229,67.6633,81.7656,69.48,65.3228,66.3106,78.3161,69.0246,76.0511,556.6592,380.82548
19.4,63.7735,65.2368,65.2536,65.9458,67.4674,79.1289,66.9239,65.802,66.4128,109.2601,77.9342,81.5859,556.86016,380.6308
19.45,65.6136,65.1239,65.3078,64.1314,66.2815,76.6236,65.4243,66.063,66.2481,107.9699,85.9841,85.9832,557.26208,380.90712
19.5,65.1971,64.7979,65.2835,63.7633,65.421,74.4744,67.5813,67.6159,66.4703,106.4616,93.8413,89.3963,557.65772,381.18972
19.55,68.3359,66.0121,65.7864,64.4182,65.0963,72.7925,67.2221,67.3263,66.5956,122.6828,104.9381,94.944,558.05964,381.47232
19.6,70.1958,66.6232,66.5155,71.98,66.0478,72.6513,66.7096,66.7722,66.6146,181.3813,125.5511,109.3503,558.46156,381.74864
19.65,66.6627,67.201,66.5342,69.9528,66.8492,72.1957,69.6905,67.3256,67.1272,264.0843,156.516,135.1393,558.86348,382.03124
19.7,67.6577,67.6098,66.7157,69.2197,67.8668,71.6939,67.5989,67.7605,67.2058,137.463,162.4146,135.5265,559.25912,382.31384
19.75,65.0958,67.5896,66.4398,63.4683,67.8078,70.3171,65.3042,67.3051,66.8889,79.3432,156.9909,126.1627,559.66104,382.59644
19.8,65.3,66.9824,66.2441,67.5546,68.4351,69.8509,68.3301,67.5267,67.1291,70.2361,146.5016,116.8416,560.06296,382.87276
19.85,63.8377,65.7108,65.8372,75.4297,69.125,70.7749,75.3251,69.2498,68.4951,65.1584,123.257,108.2277,560.46488,383.15536
19.9,64.8673,65.3517,65.6697,78.5292,70.8403,72.0614,68.5869,69.0291,68.5104,66.1934,83.6788,101.222,560.8668,383.43796
19.95,66.378,65.0958,65.7819,77.4498,72.4863,72.9537,61.2425,67.7578,67.2991,66.0728,69.4008,95.3638,561.26872,383.71428
20.0,69.3567,65.9479,66.3719,66.2503,73.0427,71.8307,71.7877,69.0545,68.0472,67.8742,67.107,90.7822,561.66436,383.99688
20.05,64.538,65.7955,66.0604,68.4099,73.2138,71.2547,64.8011,68.3487,67.5062,66.4007,66.3399,86.7186,562.06628,384.27948
20.1,65.7361,66.1752,66.0005,67.1506,71.558,70.5648,65.1807,66.3198,67.1186,70.1277,67.3338,83.9535,562.4682,384.56208
20.15,64.0266,66.0071,65.6658,74.6438,70.7809,71.2389,70.5358,66.7096,67.6881,66.466,67.3883,81.0389,562.86384,384.8384
20.2,71.1012,66.9517,66.5659,64.4814,68.1872,70.1068,66.2079,67.7026,67.4414,66.8872,67.5512,78.6803,563.26576,385.121
20.25,69.9002,67.0604,67.1147,68.5886,68.6549,69.8469,69.1854,67.1822,67.7321,64.0079,66.7779,76.2349,563.66768,385.52292
20.3,63.3523,66.8233,66.4808,66.2291,68.2187,69.2371,68.2965,67.8812,67.8261,65.3004,66.5578,74.4125,564.0696,385.92484
20.35,65.0978,66.6956,66.2435,68.7851,68.5456,69.1549,74.8259,69.8103,68.9928,878.2903,228.1904,208.3921,564.47152,386.32048
20.4,69.6003,67.8104,66.7971,64.6658,66.55,68.401,65.4965,68.8024,68.4101,972.63,409.4232,335.7651,564.86716,386.60308
20.45,63.3756,66.2652,66.221,70.4482,67.7434,68.7363,66.3511,68.8311,68.0669,1022.821,600.6099,450.2744,565.26908,386.88568
20.5,70.0721,66.2996,66.857,69.358,67.8973,68.8341,65.6572,68.1254,67.6653,1149.374,817.6831,566.791,565.671,387.16828
20.55,66.7779,66.9847,66.8381,65.5881,67.7691,68.2873,67.6682,67.9998,67.6658,1154.8002,1035.5831,664.7925,566.07292,387.4446
20.6,68.1672,67.5986,67.0538,60.068,66.0256,66.9116,61.7466,65.3839,66.6792,1105.7769,1081.0804,738.2899,566.46856,387.7272
20.65,68.2132,67.3212,67.2412,72.7069,67.6338,67.8716,68.0534,65.8953,66.9083,952.3094,1077.0163,773.9598,566.87048,388.0098
20.7,68.3004,68.3062,67.4119,61.8988,65.9239,66.8704,69.7571,66.5765,67.3831,689.5573,1010.3636,759.8928,567.2724,388.28612
20.75,68.5311,67.998,67.5926,73.639,66.7802,67.9926,64.113,66.2677,66.8381,735.2648,927.5417,755.7881,567.67432,388.56872
20.8,71.2277,68.8879,68.1926,65.8599,66.8345,67.6313,65.3466,65.8033,66.5895,898.433,876.2683,779.5623,568.07624,388.85132
20.85,59.9775,67.25,66.8176,70.1289,68.8467,68.0418,69.0747,67.269,67.0037,976.5525,850.4234,812.394,568.47188,389.13392
20.9,69.4188,67.4911,67.2454,69.0261,68.1105,68.2,65.4802,66.7543,66.7498,1065.7397,873.1095,854.6183,568.8738,389.41024
20.95,64.2138,66.6738,66.7343,64.3469,68.6002,67.552,73.2761,67.4581,67.8375,1116.0667,958.4114,898.193,569.27572,389.69284
21.0,72.6903,67.5056,67.7211,65.9387,67.0601,67.2773,70.7698,68.7895,68.3262,1143.8349,1040.1254,939.1333,569.67764,389.97544
21.05,71.0915,67.4784,68.2771,62.5494,66.398,66.4836,64.2068,68.5615,67.6397,1131.1746,1086.6737,971.1402,570.07328,390.25176
21.1,68.0464,69.0921,68.2328,67.7405,65.9203,66.6872,68.359,68.4184,67.7596,1042.0424,1099.7717,982.9572,570.4752,390.53436
21.15,66.3958,68.4876,67.9208,65.955,65.3061,66.5593,71.7063,69.6636,68.4173,952.5548,1077.1347,977.8902,570.87712,390.81696
21.2,66.6391,68.9726,67.7013,66.6595,65.7686,66.5702,67.7498,68.5584,68.3061,1043.4933,1062.62,988.824,571.27904,391.09956
21.25,73.7151,69.1776,68.6979,68.6109,66.3031,66.9046,71.8309,68.7706,68.8936,1086.8606,1051.2251,1005.1634,571.67468,391.37588
21.3,71.4831,69.2559,69.1562,69.7947,67.7521,67.3804,61.2738,68.184,67.6236,1159.8252,1056.9553,1030.9404,572.0766,391.65848
21.35,69.4857,69.5438,69.2053,69.2666,68.0573,67.6889,67.3989,67.9919,67.5861,1102.7043,1069.0876,1042.901,572.47852,391.94108
21.4,66.7919,69.623,68.7973,68.3774,68.5418,67.7979,71.7268,67.996,68.2763,955.3904,1069.6548,1028.3159,572.88044,392.2174
21.45,65.9749,69.4901,68.321,68.2768,68.8653,67.8718,70.8576,68.6176,68.7065,610.4796,983.052,958.6765,573.28236,392.5
21.5,63.4891,67.4449,67.5099,58.3717,66.8174,66.2827,186.1832,91.4881,88.2859,508.0232,867.2845,883.5676,573.678,392.7826
21.55,63.2607,65.8005,66.7959,73.7917,67.6168,67.5283,194.697,118.1727,106.0211,521.0684,739.5332,823.1511,573.9606,393.18452
21.6,64.5549,64.8143,66.4166,72.7566,68.3148,68.3939,188.9239,142.4777,119.8382,476.4798,614.2883,765.3726,574.2432,393.58016
21.65,64.3185,64.3196,66.061,64.5028,67.5399,67.7396,164.92,161.1163,127.3519,478.0576,518.8217,717.4867,574.5258,393.98208
21.7,68.3075,64.7861,66.4297,90.5893,72.0024,71.5421,158.6631,178.6774,132.5704,484.3993,493.6057,678.6388,574.80212,394.384
21.75,64.9496,65.0782,66.1771,114.163,83.1607,78.6397,154.5572,172.3522,136.2349,521.1086,496.2227,652.3838,575.08472,394.78592
21.8,71.9147,66.809,67.1276,130.8938,94.5811,87.3429,151.0048,163.6138,138.6965,551.4377,502.2966,635.5594,575.36732,395.18784
21.85,63.4841,66.5949,66.5203,84.7214,96.9741,86.906,154.6895,156.7669,141.362,584.1725,523.8352,626.995,575.56828,394.98688
21.9,66.2656,66.9843,66.4779,67.688,97.6111,83.703,147.8611,153.3552,142.4452,454.2765,519.0789,598.2086,575.76924,394.78592
21.95,62.4041,65.8036,65.7989,70.7555,93.6443,81.5451,138.6367,149.3499,141.8105,64.2652,435.0521,509.218,575.9702,394.58496
22.0,69.088,66.6313,66.3471,67.2364,84.259,79.1603,122.5175,142.9419,138.595,62.5382,343.338,434.7714,576.17116,394.384
22.05,72.023,66.653,67.2873,69.5905,71.9983,77.5595,144.9696,141.7349,139.6574,69.4962,246.9497,373.8922,576.44748,394.78592
22.1,64.9041,66.937,66.8843,68.7351,68.8011,76.083,171.1713,145.0312,144.9097,59.8902,142.0933,321.5585,576.73008,395.18156
22.15,64.5949,66.6028,66.4969,64.1333,68.0901,74.0855,196.2326,154.7055,153.4635,343.7272,119.9834,325.2533,577.01268,395.58348
22.2,72.1097,68.5439,67.4265,62.5608,66.4512,72.1589,137.3928,154.4568,150.7851,355.9013,178.3106,330.3613,577.289,395.9854
22.25,70.4995,68.8262,67.9329,67.5469,66.5133,71.3844,218.0121,173.5557,161.9896,389.3641,243.6758,340.1951,577.5716,396.38732
22.3,58.6663,66.1549,66.3826,66.2446,65.8441,70.522,121.4448,168.8507,155.2321,414.5596,312.6885,352.5892,577.8542,396.78296
22.35,69.4761,67.0693,66.8924,67.8658,65.6703,70.0735,68.4055,148.2976,140.761,468.9701,394.5044,371.986,578.13052,397.18488
22.4,69.1247,67.9752,67.2586,66.8516,66.2139,69.5307,68.4499,122.741,128.7092,561.2692,438.0129,403.5332,578.41312,397.5868
22.45,65.215,66.5963,66.9122,69.9585,67.6935,69.5961,67.1272,108.6879,118.4455,664.8408,499.8008,447.0845,578.69572,397.98872
22.5,68.1043,66.1173,67.105,64.2772,67.0395,68.7038,70.0746,79.1004,110.3837,662.3086,554.3897,482.9552,578.97832,398.39064
22.55,67.2151,67.827,67.1176,63.4421,66.479,67.8211,69.0985,68.6311,103.5028,919.6276,655.4033,555.7339,579.25464,398.78628
22.6,59.5415,65.8401,65.8491,62.9525,65.4964,67.0038,65.9448,68.139,97.2432,802.8933,722.1879,596.9271,579.53724,399.1882
22.65,65.1829,65.0517,65.7322,69.9853,66.1231,67.4949,67.1399,67.877,92.226,682.6567,746.4654,611.2154,579.81984,399.59012
22.7,66.1775,65.2442,65.8006,92.8012,70.6917,71.7068,69.4686,68.3453,88.4331,505.9529,714.6878,593.6716,580.09616,399.99204
22.75,69.1303,65.4494,66.3498,111.4664,80.1295,78.3276,67.4455,67.8195,84.9351,517.7814,685.7824,581.0233,580.37876,400.38768
22.8,67.7249,65.5514,66.5731,109.928,89.4267,83.5885,68.1929,67.6383,82.1448,499.9399,601.8448,567.5094,580.66136,400.7896
22.85,65.7001,66.7831,66.4276,70.2877,90.8937,81.3717,69.5073,68.3508,80.0385,839.36,609.1382,612.8178,580.86232,400.58864
22.9,66.4564,67.0378,66.4324,63.5029,89.5972,78.3936,69.0914,68.7411,78.214,1126.8757,697.982,698.4941,581.06328,400.38768
22.95,70.8412,67.9706,67.1614,66.6085,84.3587,76.4235,64.5358,67.7546,75.9343,1136.8814,824.1677,771.5587,581.4652,400.67028
23.0,70.1118,68.1669,67.6473,68.7471,75.8148,75.1383,67.441,67.7537,74.5187,1129.7466,946.5607,831.2567,581.86084,400.95288
23.05,65.5374,67.7294,67.2899,66.3826,67.1057,73.6732,69.7915,68.0734,73.7309,1045.3065,1055.634,866.9316,582.26276,401.2292
23.1,56.6698,65.9233,65.514,74.4101,67.9302,73.7902,66.8069,67.5333,72.5769,928.9616,1073.5544,877.27,582.66468,401.5118
23.15,64.6805,65.5681,65.3692,64.0769,68.045,72.1655,63.6943,66.4539,71.0964,1061.8455,1060.5483,908.0326,583.0666,401.7944
23.2,62.2238,63.8447,64.8392,69.5272,68.6288,71.72,68.6997,67.2867,70.697,1103.0782,1053.7877,940.5402,583.46224,402.077
23.25,70.417,63.9057,65.763,67.0507,68.2895,70.936,67.2046,67.2394,70.1149,895.9425,1007.0269,933.1072,583.86416,402.35332
23.3,66.9756,64.1933,65.9593,68.7712,68.7672,70.5693,67.4163,66.7644,69.6652,654.8786,928.9413,886.7358,584.26608,402.63592
23.35,63.1317,65.4857,65.4822,68.8351,67.6522,70.2744,63.4387,66.0907,68.6274,515.3579,846.2205,824.8395,584.668,402.91852
23.4,63.3566,65.2209,65.1221,68.3499,68.5068,69.9479,68.9822,67.1483,68.6865,449.2056,723.6926,762.2338,585.06992,403.19484
23.45,66.8189,66.1399,65.3991,67.1808,68.0375,69.4809,69.4398,67.2963,68.8121,365.3163,576.1402,696.0809,585.46556,403.47744
23.5,65.1105,65.0786,65.3452,62.2384,67.0751,68.268,67.0686,67.2691,68.5215,325.8769,462.1271,634.3802,585.86748,403.76004
23.55,68.862,65.4559,65.9255,62.157,65.7522,67.2436,69.1789,67.6216,68.6311,262.2386,383.5991,572.3566,586.2694,404.04264
23.6,63.1631,65.4622,65.4593,65.0954,65.0043,66.8798,69.2368,68.7813,68.732,212.9567,323.1188,512.4566,586.67132,404.31896
23.65,65.2744,65.8458,65.4226,71.9019,65.7147,67.711,62.9742,67.5797,67.7724,172.9565,267.869,455.8733,587.07324,404.60156
23.7,68.5896,66.1999,65.9446,66.6674,65.612,67.5312,136.3664,80.965,79.2047,69.2754,208.6608,391.4403,587.46888,404.88416
23.75,65.1613,66.2101,65.8082,72.1495,67.5942,68.2951,156.7651,98.9043,92.1314,68.0901,157.1035,337.5486,587.8708,405.16676
23.8,68.0737,66.0524,66.18,62.3574,67.6343,67.2997,248.5356,134.7756,118.1988,71.135,118.8827,293.1463,588.1534,405.5624
23.85,71.9658,67.813,67.1385,70.2619,68.6676,67.7876,403.0171,201.5317,165.6685,64.5686,89.2051,255.0501,588.436,405.96432
23.9,63.7147,67.501,66.5621,64.5109,67.1894,67.2357,1322.9956,453.536,358.5564,70.3595,68.6857,224.2683,588.71232,406.36624
23.95,65.4977,66.8826,66.3788,71.5633,68.1686,67.9511,1036.1885,633.5004,471.4951,62.7423,67.3791,197.3473,588.99492,406.76816
24.0,68.5878,67.5679,66.7412,67.1254,67.1638,67.8077,225.1489,647.1772,430.4374,67.8441,67.3299,175.7634,589.27752,407.1638
24.05,65.5603,67.0653,66.5386,62.2005,67.1324,66.8673,112.4956,619.9692,377.4471,65.7863,66.2602,157.4339,589.55384,407.56572
24.1,67.5951,66.1911,66.7088,71.8874,67.4575,67.6982,66.2057,552.6069,325.5735,70.2403,67.3945,142.9017,589.83644,407.96764
24.15,62.8887,66.0259,66.0663,65.9114,67.7376,67.3945,65.7005,301.1479,282.2614,64.6959,66.2618,129.8674,590.11904,408.36956
24.2,66.4856,66.2235,66.1303,72.1482,67.8546,68.1809,60.1669,105.9435,245.2456,65.1621,66.7458,119.0832,590.40164,408.77148
24.25,69.9441,66.4948,66.7602,70.505,68.5305,68.5625,64.0206,73.7179,215.0415,68.2247,66.8219,110.6067,590.67796,409.16712
24.3,69.2215,67.227,67.1646,65.6472,69.2198,68.0708,69.7756,65.1739,190.8305,67.7546,67.2155,103.4647,590.96056,409.56904
24.35,71.5994,68.0278,67.8979,86.7799,72.1983,71.1831,65.1717,64.9671,169.8873,69.4812,67.0637,97.8008,591.24316,409.97096
24.4,71.9494,69.84,68.5673,113.7666,81.7694,78.2746,65.243,64.8756,152.4466,64.7352,67.0716,92.2899,591.51948,410.37288
24.45,69.5194,70.4467,68.7202,123.4055,92.0208,85.7906,59.8691,64.816,137.017,63.3081,66.7008,87.4596,591.80208,410.76852
24.5,66.2823,69.7144,68.3138,121.0773,102.1353,91.6717,69.7706,65.966,125.8093,67.5812,66.5721,84.1465,592.00304,410.57384
24.55,66.4181,69.1537,67.9979,111.0733,111.2205,94.9053,67.1598,65.4428,116.0344,65.4135,66.1038,81.0243,592.204,410.37288
24.6,70.0401,68.8418,68.3382,104.1684,114.6982,96.4491,58.7731,64.1631,106.4908,66.2844,65.4645,78.5677,592.40496,410.17192
24.65,72.9677,69.0455,69.1098,66.8351,105.3119,91.5134,71.1934,65.3532,100.6079,68.1212,66.1417,76.8266,592.60592,409.97096
24.7,64.572,68.056,68.3535,68.5639,94.3436,87.6885,68.0454,66.9885,95.1808,86.944,70.8689,78.5129,592.80688,409.77
24.75,71.6313,69.1258,68.8998,66.6453,83.4572,84.1813,75.4976,68.1338,91.9003,106.7261,78.6979,83.2151,593.00784,409.56904
24.8,66.1436,69.0709,68.4404,65.2952,74.3016,81.0336,90.3376,72.7694,91.6399,108.0588,87.2269,87.3557,593.2088,409.36808
24.85,64.1929,67.9015,67.7325,69.8222,67.4323,79.1651,96.5659,80.328,92.4609,123.4375,98.6575,93.3693,593.40976,409.16712
24.9,64.7155,66.251,67.2238,66.9909,67.4635,77.1302,95.3776,85.1648,92.947,114.5478,107.9429,96.8991,593.69236,409.56904
24.95,66.9476,66.7262,67.172,62.0169,66.1541,74.6055,81.5211,87.8599,91.0427,116.8751,113.9291,100.2284,593.96868,409.97096
25.0,69.223,66.2445,67.508,68.1068,66.4464,73.5166,79.369,88.6342,89.097,121.3952,116.8629,103.7562,594.25128,410.3666
25.05,74.9676,68.0093,68.7454,71.5152,67.6904,73.1772,77.3575,86.0382,87.1405,134.8685,122.2248,108.9416,594.53388,410.76852
25.1,66.558,68.4823,68.3751,75.0316,68.7323,73.4805,80.6513,82.8553,86.0589,128.7914,123.2956,112.2499,594.8102,411.17044
25.15,71.3964,69.8185,68.8728,68.2897,68.992,72.6095,76.8868,79.1571,84.5302,133.6005,127.1061,115.8083,595.0928,411.56608
25.2,63.9376,69.2165,68.0445,64.2099,69.4306,71.2037,64.5548,75.7639,81.201,137.7726,131.2856,119.469,595.3754,411.968
25.25,65.7884,68.5296,67.6626,69.3325,69.6758,70.886,70.7021,74.0305,79.4512,131.7829,133.3632,121.5213,595.658,412.36992
25.3,70.8604,67.7082,68.1898,66.7805,68.7288,70.196,69.3858,72.4362,77.7736,153.5524,137.0999,126.8598,596.05364,412.65252
25.35,58.4388,66.0843,66.5588,66.6276,67.048,69.5955,66.4955,69.605,75.8939,169.0768,145.157,133.896,596.45556,412.92884
25.4,64.8151,64.7681,66.2623,68.0416,66.9984,69.3306,73.5675,68.9411,75.5062,179.0194,154.2408,141.4166,596.85748,413.21144
25.45,68.5422,65.689,66.6365,69.1178,67.98,69.2893,67.1369,69.4576,74.1113,190.3254,164.7514,149.568,597.2594,413.49404
25.5,70.2311,66.5775,67.2297,61.2973,66.373,67.9515,70.4353,69.4042,73.4986,200.3724,178.4693,158.0354,597.66132,413.77664
25.55,65.9571,65.5969,67.0119,60.5597,65.1288,66.7138,73.0813,70.1433,73.4291,201.474,188.0536,165.2752,598.05696,414.05296
25.6,63.3542,66.5799,66.3964,64.7328,64.7498,66.3778,69.799,70.804,72.8241,189.2745,192.0932,169.2751,598.45888,414.33556
25.65,65.5569,66.7283,66.2507,65.6853,64.2786,66.2565,68.6671,69.8239,72.1312,190.9907,194.4874,172.8944,598.8608,414.61816
25.7,83.0809,69.636,69.0499,70.9638,64.6478,67.0353,61.6821,68.7329,70.3897,180.1265,192.4476,174.0997,599.26272,414.89448
25.75,104.0624,76.4023,74.8795,68.2702,66.0424,67.2353,63.2794,67.3018,69.2047,182.0704,188.7872,175.4281,599.65836,415.17708
25.8,116.3879,86.4884,81.7917,69.5094,67.8323,67.6085,70.2108,66.7277,69.3724,160.9314,180.6787,173.012,600.06028,415.45968
25.85,106.9822,95.214,85.9901,68.6401,68.6138,67.7804,67.8821,66.3443,69.124,145.6688,171.9575,168.4548,600.26124,415.25872
25.9,66.0884,95.3203,82.6732,63.0442,68.0855,66.991,63.5218,65.3152,68.1903,126.2689,159.0132,161.4238,600.4622,415.05776
25.95,63.8761,91.4794,79.5403,110.1482,75.9224,74.1839,65.8433,66.1475,67.7991,111.8076,145.3494,153.1545,600.66316,414.8568
26.0,74.4533,85.5576,78.6866,73.8115,77.0307,74.116,61.9986,65.8913,66.8324,110.7012,131.0756,146.0789,601.06508,415.1394
26.05,91.1475,80.5095,80.7576,70.6395,77.2567,73.5307,65.0688,64.8629,66.5384,113.738,121.6369,140.6888,601.467,415.422
26.1,66.9974,72.5125,78.4642,189.5201,101.4327,92.8623,68.2603,64.9386,66.8254,88.2142,110.146,131.943,601.66796,415.22104
26.15,66.3915,72.5732,76.4522,152.4108,119.306,102.7871,64.7497,65.1841,66.4795,66.3396,98.1601,121.0091,601.86264,415.02008
26.2,70.7537,73.9487,75.5024,129.5906,123.1945,107.2543,68.0239,65.6203,66.7369,64.9199,88.7826,111.6609,602.0636,414.81912
26.25,67.7091,72.5998,74.2035,111.2002,130.6722,107.912,68.8085,66.9822,67.0821,63.4758,79.3375,103.63,602.26456,414.61816
26.3,67.8882,67.948,73.151,70.9015,130.7246,101.7436,66.4207,67.2526,66.9719,68.0145,70.1928,97.6941,602.46552,414.4172
26.35,68.8093,68.3104,72.4274,67.1827,106.2571,95.9834,65.1679,66.6341,66.6712,70.837,66.7173,93.2179,602.66648,414.21624
26.4,66.8548,68.403,71.4986,68.5036,89.4757,91.4034,72.9118,68.2666,67.7113,69.3617,67.3218,89.2419,602.86744,414.01528
26.45,66.5663,67.5655,70.6766,65.7184,76.7013,87.1226,70.0294,68.6677,68.0977,65.5321,67.4442,85.2903,603.0684,413.81432
26.5,65.963,67.2163,69.891,67.88,68.0372,83.9155,68.6998,68.6459,68.198,72.6154,69.2721,83.1778,603.26936,413.61336
26.55,65.6636,66.7714,69.1864,67.6772,67.3924,81.2091,67.663,68.8944,68.1089,98.8858,75.4464,85.7958,603.47032,413.4124
26.6,63.1232,65.6342,68.1759,69.1589,67.7876,79.2007,63.427,68.5462,67.3285,189.7911,99.2372,103.1283,603.67128,413.21144
26.65,65.7199,65.4072,67.7607,64.1509,66.9171,76.6866,63.8005,66.7239,66.7405,189.8775,123.3404,117.5865,604.0732,413.49404
26.7,64.5649,65.0069,67.2223,72.4482,68.263,75.9744,66.1843,65.9549,66.6478,181.1546,146.4649,128.1812,604.47512,413.77036
26.75,65.8081,64.976,66.9808,68.1647,68.32,74.667,69.9843,66.2118,67.2039,165.7518,165.0922,134.443,604.87076,414.05296
26.8,70.2847,65.9002,67.5256,70.1799,68.8205,73.9133,65.2292,65.7251,66.8748,149.832,175.2814,137.0078,605.27268,414.33556
26.85,64.6863,66.2128,67.0465,61.5029,67.2893,71.839,68.474,66.7345,67.1413,134.207,164.1646,136.541,605.6746,414.61816
26.9,69.7243,67.0137,67.487,62.2702,66.9132,70.2385,62.2325,66.4209,66.3232,114.4186,149.0728,132.8539,606.07652,414.89448
26.95,64.9121,67.0831,67.052,67.4035,65.9043,69.7601,63.6095,65.9059,65.8709,67.446,126.3311,121.9526,606.47844,415.17708
27.0,69.0635,67.7342,67.3815,68.4756,65.9664,69.5402,68.6163,65.6323,66.3285,65.0548,106.1917,112.4696,606.87408,415.45968
27.05,65.6053,66.7983,67.0797,68.9442,65.7193,69.4351,71.176,66.8216,67.1364,67.4079,89.7068,104.9593,607.276,415.736
27.1,103.8135,74.6237,73.1961,67.5088,66.9205,69.1082,68.3152,66.7899,67.3329,72.2075,77.3069,99.5007,607.67792,416.0186
27.15,124.0155,85.482,81.6602,65.9642,67.6593,68.5784,64.8482,67.313,66.9187,67.9318,68.0096,94.2392,608.07984,416.3012
27.2,149.5078,102.4011,92.9681,67.8565,67.7499,68.4581,69.8528,68.5617,67.4078,63.7223,67.2649,89.1531,608.2808,416.10024
27.25,208.461,130.2806,112.2169,71.5382,68.3624,68.9714,63.9081,67.6201,66.8245,67.1101,67.6759,85.4792,608.48176,415.89928
27.3,217.6123,160.682,129.7828,61.353,66.8442,67.7017,62.8219,65.9492,66.1574,67.9829,67.7909,82.5632,608.68272,415.69832
27.35,69.3924,153.7978,119.7177,115.0652,76.3554,75.5956,63.4793,64.9821,65.711,68.4264,67.0347,80.2071,608.88368,415.49736
27.4,61.2611,141.2469,109.975,149.0441,92.9714,87.837,63.2082,64.6541,65.2939,69.9179,67.4319,78.4922,609.08464,415.2964
27.45,69.1185,125.1691,103.1656,188.3256,117.0652,104.5852,62.437,63.1709,64.8177,69.5081,68.5891,76.9949,609.27932,415.09544
27.5,65.2171,96.5203,96.8409,220.7069,146.899,123.9388,69.9992,64.3891,65.6813,67.3102,68.6291,75.3807,609.48028,414.89448
27.55,66.4519,66.2882,91.776,136.386,161.9056,126.0133,60.0994,63.8446,64.751,60.4254,67.1176,72.8882,609.68124,414.69352
27.6,66.647,65.7391,87.5879,97.3323,158.359,121.2332,69.3008,65.0089,65.5093,66.093,66.6509,71.7557,609.8822,414.49256
27.65,67.0316,66.8932,84.1618,70.9551,142.7412,112.8535,70.8454,66.5364,66.3986,70.4509,66.7575,71.5382,610.08316,414.2916
27.7,65.6899,66.2075,81.0832,72.5076,119.5776,106.1292,70.4335,68.1357,67.0711,64.2193,65.6998,70.3184,610.28412,414.09064
27.75,65.1331,66.1907,78.4248,63.6747,88.1711,99.0534,67.8961,67.715,67.2086,70.3882,66.3154,70.33,610.48508,413.88968
27.8,65.8585,66.072,76.3304,67.8661,74.4672,93.8555,66.6305,69.0213,67.1123,69.4781,68.1259,70.188,610.68604,413.68872
27.85,64.0168,65.546,74.2782,65.4313,68.0869,89.1181,67.4522,68.6516,67.1689,102.6267,75.4326,75.5945,610.887,413.48776
27.9,60.6017,64.26,71.9987,69.2109,67.7381,85.8003,75.999,69.6823,68.6406,124.2627,86.195,83.7058,611.08796,413.2868
27.95,66.1705,64.3561,71.0274,63.0403,65.8447,82.007,65.9532,68.7862,68.1927,162.8317,105.9175,96.8935,611.28892,413.08584
28.0,69.0959,65.1487,70.7055,60.5131,65.2123,78.4247,76.2517,70.4573,69.5359,195.8459,131.009,113.3855,611.48988,412.88488
28.05,69.9433,65.9656,70.5726,70.3348,65.7061,77.0705,65.4757,70.2264,68.8592,194.5105,156.0155,126.9064,611.8918,413.16748
28.1,64.3041,66.0231,69.522,70.6548,66.7508,75.9954,65.3479,69.8055,68.274,190.6556,173.6213,137.5312,612.29372,413.45008
28.15,73.3278,68.5683,70.1505,69.6977,66.8482,74.94,70.8738,68.7805,68.7073,189.5923,186.6872,146.2081,612.68936,413.73268
