tiempo,ps0_raw,ps0_simple,ps0_kal,ps7_raw,ps7_simple,ps7_kal,ps2_raw,ps2_simple,ps2_kal,ps5_raw,ps5_simple,ps5_kal,enc_left,enc_right
9.2,64.7918,66.6733,91.7186,67.9631,164.8561,122.6413,74.4126,68.0661,68.3181,78.1497,69.0413,106.9031,491.37232,349.62644
9.25,67.9496,66.662,87.7571,68.1349,125.5297,113.5569,70.8374,68.5314,68.738,61.6053,67.0732,99.3535,491.57328,349.42548
9.3,63.6084,67.1727,83.7323,63.9469,80.8743,105.2886,65.7801,68.2445,68.245,69.4361,67.7398,94.3672,491.77424,349.22452
9.35,71.8935,67.6323,81.7592,64.9855,66.6972,98.5714,68.1183,68.8036,68.2239,58.2486,66.9817,88.3475,491.9752,349.02356
9.4,68.3276,67.3142,79.5205,73.3307,67.6722,94.3646,62.0023,68.2301,67.187,79.0311,69.2942,86.7947,492.18244,348.8226
9.45,65.6578,67.4874,77.2101,66.8687,67.4533,89.782,60.774,65.5024,66.1181,139.9576,81.6557,95.6552,492.37712,348.62164
9.5,69.0419,67.7058,75.8488,67.7382,67.374,86.108,66.0022,64.5354,66.0988,213.4085,112.0164,115.2808,492.57808,348.42068
9.55,63.1111,67.6064,73.7258,68.1346,68.2116,83.1125,107.2971,72.8388,72.9652,297.9286,157.7149,145.7221,492.77904,348.21972
9.6,67.2459,66.6769,72.6458,66.8633,68.5871,80.4042,111.6828,81.5517,79.4181,154.9145,177.0481,147.2541,492.98,348.02504
9.65,70.3029,67.0719,72.2553,65.3136,66.9837,77.8891,130.5098,95.2532,87.9334,123.7444,185.9907,143.3358,493.18096,347.82408
9.7,68.6177,67.6639,71.6432,63.0679,66.2235,75.4131,103.4138,103.7811,90.5135,106.32,179.2632,137.1665,493.46356,348.21972
9.75,64.6261,66.7807,70.4679,65.4354,65.763,73.7443,82.8334,107.1474,89.2334,81.7791,152.9373,127.9353,493.74616,348.62164
9.8,70.9369,68.3459,70.5402,67.1471,65.5654,72.639,68.4781,99.3836,85.7742,67.5234,106.8563,117.8666,494.02248,349.02356
9.85,64.1948,67.7357,69.4768,69.4594,66.0847,72.1032,70.5624,91.1595,83.2389,69.5481,89.783,109.8136,494.30508,349.42548
9.9,66.7778,67.0307,69.0212,67.0228,66.4265,71.2507,64.4281,77.9431,80.1038,71.8959,79.4133,103.4939,494.58768,349.82112
9.95,67.9465,66.8964,68.8363,67.788,67.3705,70.6678,69.3708,71.1346,78.3149,72.6557,72.6805,98.3542,494.864,350.22304
10.0,68.2822,67.6276,68.7381,58.7497,66.0334,68.6756,63.8232,67.3325,75.8997,71.5978,70.6442,93.8948,495.26592,350.50564
10.05,70.3134,67.5029,68.9948,65.0828,65.6205,68.0709,63.7805,66.393,73.8798,66.9777,70.5351,89.4087,495.66784,350.78824
10.1,73.9423,69.4524,69.8136,72.0938,66.1474,68.7356,72.7102,66.8226,73.6849,71.5859,70.9426,86.4382,496.06976,351.06456
10.15,70.4964,70.1962,69.9216,64.5972,65.6623,68.04,63.1538,66.5677,71.9297,66.7118,69.9058,83.1505,496.47168,351.34716
10.2,72.1831,71.0435,70.2927,69.3318,65.9711,68.2495,65.4276,65.7791,70.846,67.2451,68.8237,80.4996,496.86732,351.62976
10.25,67.6563,70.9183,69.8474,61.2551,66.4722,67.078,74.9093,67.9963,71.5232,62.9802,67.1002,77.5797,497.26924,351.91236
10.3,63.4085,69.5373,68.7675,65.4365,66.5429,66.7976,66.3486,68.5099,70.6608,67.809,67.2664,75.9512,497.67116,352.308
10.35,72.3769,69.2243,69.3622,71.7035,66.4648,67.6084,63.9106,66.75,69.5358,62.5869,65.4666,73.7239,498.07308,352.70992
10.4,66.2769,68.3804,68.8411,65.4142,66.6282,67.2358,72.7897,68.6772,70.0781,70.0213,66.1285,73.1068,498.475,353.11184
10.45,64.6708,66.8779,68.1392,61.1895,64.9998,66.2213,69.6445,69.5206,70.0058,59.8135,64.6422,70.8912,498.87064,353.51376
10.5,72.5736,67.8613,68.8715,69.4533,66.6394,66.7531,68.397,68.2181,69.7377,69.2568,65.8975,70.6188,499.27256,353.9094
10.55,65.4205,68.2637,68.2895,68.9111,67.3343,67.1059,66.0952,68.1674,69.1306,60.5371,64.4431,68.9385,499.67448,354.31132
10.6,63.6873,66.5258,67.5156,64.5008,65.8938,66.6649,67.1434,68.814,68.7994,71.3259,66.1909,69.3364,500.0764,354.71324
10.65,64.6886,66.2081,67.0376,68.4803,66.507,66.9606,64.5117,67.1583,68.0848,67.4498,65.6766,69.022,500.47204,355.11516
10.7,71.2619,67.5264,67.7348,65.4745,67.364,66.7061,70.8607,67.4016,68.5474,67.2234,67.1586,68.7222,500.87396,355.51708
10.75,66.7716,66.366,67.5674,66.5662,66.7866,66.676,65.4211,66.8064,68.0264,67.1937,66.746,68.4675,501.27588,355.91272
10.8,65.7358,66.429,67.2553,69.8057,66.9655,67.1907,63.5657,66.3005,67.2829,67.4845,68.1354,68.3036,501.6778,356.31464
10.85,66.3455,66.9607,67.0968,63.5922,66.7838,66.5841,67.6537,66.4026,67.3447,63.7239,66.615,67.5403,502.07972,356.71656
10.9,59.1247,65.8479,65.7613,73.7681,67.8413,67.7746,67.3233,66.9649,67.3412,68.7592,66.8769,67.7435,502.47536,357.11848
10.95,70.5995,65.7154,66.5608,68.6021,68.4669,67.9057,63.276,65.448,66.6636,61.2325,65.6788,66.6583,502.87728,357.5204
11.0,64.1891,65.1989,66.1587,66.2287,68.3994,67.6194,70.5918,66.4821,67.3183,63.6659,64.9732,66.1596,503.2792,357.91604
11.05,68.6109,65.7739,66.5605,64.4381,67.3259,67.0823,63.2525,66.4195,66.6407,64.8806,64.4524,65.9464,503.68112,358.31796
11.1,74.035,67.3118,67.7994,94.8564,73.5787,71.7044,65.7248,66.0337,66.488,66.5557,65.0188,66.048,504.08304,358.71988
11.15,67.8855,69.064,67.807,113.89,81.6031,78.7286,60.8304,64.7351,65.5451,65.6916,64.4053,65.9886,504.47868,359.1218
11.2,68.0459,68.5533,67.84,181.4308,104.1688,95.8388,70.2798,66.1359,66.3342,64.1047,64.9797,65.6746,504.8806,359.51744
11.25,64.6247,68.6404,67.304,277.9532,146.5137,126.1911,67.8169,65.5809,66.5813,63.8875,65.024,65.3768,505.08156,359.32276
11.3,67.1921,68.3566,67.2854,153.2515,164.2764,130.7012,65.6447,66.0593,66.4252,66.7822,65.4044,65.611,505.28252,359.1218
11.35,73.4611,68.2419,68.3147,66.5236,158.6098,120.0049,65.2016,65.9547,66.2213,61.7615,64.4455,64.9694,505.48348,358.92084
11.4,68.3042,68.3256,68.3129,66.9165,149.2151,111.1569,68.6687,67.5223,66.6292,67.2415,64.7555,65.3481,505.68444,358.71988
11.45,69.2015,68.5567,68.461,64.7801,125.885,103.4274,66.2595,66.7183,66.5676,64.2625,64.787,65.1672,505.8854,358.51892
11.5,63.3386,68.2995,67.6073,67.9004,83.8744,97.5062,64.7783,66.1106,66.2694,68.7556,65.7607,65.7652,506.08636,358.31796
11.55,65.9495,68.051,67.331,65.1798,66.2601,92.1185,70.8544,67.1525,67.0335,80.148,68.4338,68.1624,506.28732,358.117
11.6,67.0609,66.7709,67.286,69.0378,66.7629,88.2717,66.2562,67.3634,66.904,132.7601,82.6335,78.9286,506.48828,357.91604
11.65,60.9695,65.304,66.2332,72.9008,67.9598,85.7099,65.1068,66.651,66.6044,198.6138,108.908,98.8762,506.68924,357.71508
11.7,66.9566,64.855,66.3538,66.8703,68.3778,82.57,73.1376,68.0267,67.6933,262.658,148.5871,126.1731,506.8902,357.51412
11.75,69.2709,66.0415,66.84,65.8706,67.9719,79.7867,64.0875,67.8885,67.0923,200.7959,174.9952,138.6103,507.09116,357.31316
11.8,68.8915,66.6299,67.1761,65.0481,67.9455,77.3245,69.0357,67.5248,67.4162,234.4305,205.8517,154.5803,507.4868,357.59576
11.85,64.6524,66.1482,66.7497,70.6158,68.2611,76.2006,64.8328,67.2401,66.9857,184.9313,216.2859,159.6388,507.88872,357.87208
11.9,70.0171,67.9577,67.2884,67.9437,67.2697,74.8186,71.706,68.5599,67.7724,112.341,199.0313,151.7558,508.29064,358.15468
11.95,62.4559,67.0576,66.4771,68.0241,67.5005,73.6803,69.8321,67.8988,68.1157,72.7997,161.0597,138.5965,508.69256,358.43728
12.0,65.1278,66.2289,66.2465,70.3932,68.405,73.1267,68.7351,68.8283,68.2189,64.9517,133.8908,126.3224,509.09448,358.7136
12.05,75.5969,67.57,67.7991,67.114,68.8182,72.1188,63.0902,67.6392,67.3641,64.2759,99.8599,115.9813,509.49012,358.9962
12.1,93.2672,73.293,72.0379,70.0039,68.6958,71.7604,67.9188,68.2565,67.4566,67.191,76.3119,107.8496,509.89204,359.2788
12.15,108.3962,80.9688,78.0918,67.7937,68.6658,71.0935,67.4827,67.4118,67.4609,70.0433,67.8523,101.5485,510.29396,359.5614
12.2,128.2476,94.1271,86.4453,57.3482,66.5306,68.7968,65.3056,66.5065,67.1017,69.7233,67.237,96.2443,510.69588,359.83772
12.25,120.9503,105.2917,92.1961,85.7612,69.6042,71.6241,68.7917,66.5178,67.3834,67.6665,67.78,91.4813,510.89684,359.64304
12.3,62.7414,102.7205,87.287,106.1171,77.4048,77.373,67.9565,67.4911,67.4789,66.2938,68.1836,87.2834,511.0978,359.4358
12.35,64.3974,96.9466,83.472,111.2897,85.662,83.0257,66.8551,67.2783,67.3749,69.2369,68.5928,84.2757,511.29876,359.24112
12.4,68.6541,88.9982,81.0024,120.2571,96.1547,89.231,65.6465,66.9111,67.0869,69.8128,68.5467,81.8652,511.49344,359.04016
12.45,74.8597,78.3206,79.9786,133.8106,111.4471,96.661,68.1461,67.4792,67.2634,72.5212,69.1063,80.3079,511.6944,358.8392
12.5,63.6127,66.8531,77.251,66.0063,107.4962,91.5518,73.8706,68.495,68.3646,61.4395,67.8609,77.1631,511.89536,358.63824
12.55,67.4548,67.7958,75.6183,60.4163,98.356,86.3626,62.0688,67.3174,67.3153,58.3788,66.2778,74.0324,512.09632,358.43728
12.6,67.2943,68.3751,74.231,62.4295,88.584,82.3737,61.8479,66.316,66.4041,66.0806,65.6466,72.7071,512.29728,358.23632
12.65,69.6133,68.567,73.4614,70.218,78.5761,80.3478,68.7542,66.9375,66.7958,65.1363,64.7113,71.4453,512.49824,358.03536
12.7,69.1546,67.4259,72.7436,66.1053,65.0351,77.974,69.4088,67.1901,67.2313,81.3791,66.4829,73.101,512.6992,357.8344
12.75,62.5088,67.2052,71.0309,63.5067,64.5352,75.5559,70.1557,66.4471,67.7187,67.8315,67.7613,72.2227,513.10112,358.23632
12.8,70.1609,67.7464,70.8791,67.8131,66.0145,74.2587,67.7134,67.576,67.7178,67.7913,69.6438,71.4841,513.50304,358.63196
12.85,63.3644,66.9604,69.6198,63.1429,66.1572,72.3992,67.7845,68.7633,67.7289,85.2632,73.4803,73.7806,513.89868,359.03388
12.9,64.3385,65.9054,68.7327,68.4552,65.8046,71.735,74.6789,69.9483,68.8872,129.8158,86.4162,83.1198,514.3006,359.4358
12.95,64.2967,64.9339,67.9876,67.2425,66.0321,70.9804,64.9324,69.053,68.2281,173.8616,104.9127,98.2435,514.70252,359.7184
13.0,69.9415,66.4204,68.3074,65.8631,66.5034,70.1217,71.0525,69.2323,68.6988,227.7221,136.8908,119.8232,515.10444,359.99472
13.05,66.6506,65.7183,68.0254,64.6455,65.8698,69.2032,72.7122,70.2321,69.3677,278.0511,178.9428,146.1946,515.50636,360.27732
13.1,64.3505,65.9156,67.4071,68.0472,66.8507,69.0047,68.8499,70.4452,69.2814,273.5467,216.5995,167.4199,515.902,360.55992
13.15,72.3964,67.5271,68.2329,67.3837,66.6364,68.7288,69.0291,69.3152,69.2394,215.2551,233.6873,175.3925,516.30392,360.83624
13.2,68.5577,68.3793,68.2812,66.5813,66.5042,68.365,67.4851,69.8258,68.947,118.8126,222.6775,165.9625,516.70584,361.11884
13.25,69.0739,68.2058,68.4075,65.2908,66.3897,67.8468,67.7373,69.1627,68.7454,68.8796,190.909,149.782,517.10776,361.40144
13.3,60.9845,67.0726,67.1645,66.5618,66.773,67.6268,67.3953,68.0993,68.5204,72.8294,149.8647,136.9566,517.5034,361.68404
13.35,64.1657,67.0356,66.6589,63.8271,65.929,66.9878,56.2381,65.5769,66.4733,70.7224,109.2998,125.9175,517.90532,361.96036
13.4,67.2385,66.0041,66.7497,61.33,64.7182,66.039,68.1382,65.3988,66.7508,63.7627,79.0013,115.5584,518.30724,362.24296
13.45,65.263,65.3451,66.496,69.6572,65.3334,66.6362,62.3415,64.3701,66.0159,60.385,67.3158,106.3628,518.70916,362.52556
13.5,71.4871,65.8277,67.3221,71.1094,66.4971,67.3759,71.2036,65.0633,66.8805,66.1162,66.7632,99.6551,519.11108,362.80188
13.55,64.0697,66.4448,66.7742,65.5119,66.2872,67.0595,62.1789,64.0201,66.0969,63.7572,64.9487,93.6721,519.50672,363.08448
13.6,66.8451,66.9807,66.7802,64.0328,66.3283,66.5492,67.2456,66.2216,66.2884,69.0734,64.6189,89.5723,519.90864,363.36708
13.65,70.2589,67.5847,67.3542,72.0504,68.4724,67.4603,70.9061,66.7751,67.058,67.1816,65.3027,85.8405,520.31056,363.6434
13.7,67.8566,68.1035,67.4321,63.29,67.1989,66.7594,66.3233,67.5715,66.9355,63.2846,65.8826,82.0812,520.7062,363.926
13.75,63.7198,66.55,66.8075,59.2459,64.8262,65.5013,61.9067,65.7121,66.0974,66.3299,65.9254,79.456,521.10812,364.2086
13.8,65.2534,66.7867,66.5417,66.058,64.9354,65.5873,64.6927,66.2149,65.8633,64.7728,66.1285,77.0088,521.51004,364.60424
13.85,65.3823,66.4942,66.3417,74.6473,67.0583,67.0905,71.9864,67.163,66.8838,65.8275,65.4793,75.1453,521.90568,365.00616
13.9,68.5889,66.1602,66.7093,68.7612,66.4005,67.3621,63.191,65.62,66.2683,69.1456,65.8721,74.1453,522.3076,365.40808
13.95,69.6434,66.5175,67.1915,68.6264,67.4678,67.5659,66.2487,65.6051,66.2651,62.654,65.746,72.2301,522.70952,365.81
14.0,69.4582,67.6652,67.5624,68.3639,69.2914,67.6921,72.3504,67.6938,67.2793,1099.3882,272.3576,243.4231,523.11144,366.21192
14.05,69.3817,68.4909,67.8598,69.0633,69.8924,67.9148,68.1702,68.3893,67.4278,1115.7259,482.5482,388.8069,523.51336,366.48824
14.1,72.872,69.9889,68.6894,65.9904,68.161,67.5883,67.5826,67.5086,67.4536,1060.8795,681.5586,500.819,523.909,366.77084
14.15,66.8206,69.6352,68.3721,67.7329,67.9554,67.6065,65.4662,67.9636,67.1223,1122.4221,892.2139,604.4195,524.31092,367.05344
14.2,74.4843,70.6034,69.385,66.9131,67.6127,67.4852,64.105,67.5349,66.6195,1065.8953,1092.8622,681.3321,524.71284,367.32976
14.25,67.4046,70.1926,69.0491,65.4073,67.0214,67.133,61.3291,65.3306,65.7377,862.879,1045.5604,711.59,525.11476,367.61236
14.3,61.9986,68.716,67.8682,72.7473,67.7582,68.0629,66.0441,64.9054,65.7888,954.298,1013.2748,752.0413,525.5104,367.89496
14.35,69.5109,68.0438,68.1361,64.1417,67.3885,67.4036,65.948,64.5785,65.8153,1068.5869,1014.8163,804.7989,525.91232,368.17756
14.4,66.5248,67.9846,67.8618,64.8941,66.8207,66.9795,67.3428,64.9538,66.0699,1100.9694,1010.5257,854.1607,526.31424,368.45388
14.45,64.0754,65.9029,67.2249,69.6561,67.3693,67.4198,70.9871,66.3302,66.8894,1138.8051,1025.1077,901.6014,526.71616,368.73648
14.5,65.9081,65.6036,66.9996,66.3543,67.5587,67.2363,67.3397,67.5323,66.9645,1135.0241,1079.5367,940.5052,527.11808,369.01908
14.55,68.4808,66.9,67.2406,65.7035,66.1499,66.9751,70.2481,68.3731,67.5118,978.2787,1084.3328,946.8008,527.51372,369.30168
14.6,70.6483,67.1275,67.8028,68.8866,67.0989,67.2879,63.5909,67.9017,66.8583,889.7105,1048.5576,937.2857,527.91564,369.578
14.65,72.0072,68.224,68.4977,64.4764,67.0154,66.8134,68.3307,68.0993,67.1037,846.8731,997.7383,922.217,528.31756,369.8606
14.7,72.8242,69.9737,69.2129,62.1626,65.5167,66.0325,72.2686,68.3556,67.9645,617.5284,893.483,871.4355,528.71948,370.1432
14.75,73.2272,71.4375,69.8762,64.7948,65.2048,65.8204,66.3699,68.1616,67.6987,536.2464,773.7274,815.5707,529.11512,370.41952
14.8,63.2496,70.3913,68.7659,68.3711,65.7383,66.2397,61.1102,66.334,66.6006,399.7135,658.0144,746.2611,529.51704,370.70212
14.85,67.1386,69.6894,68.4889,70.3441,66.0298,66.9179,64.8713,66.5901,66.3124,332.1457,546.5014,677.2419,529.91896,370.98472
14.9,65.861,68.4601,68.0451,67.0855,66.5516,66.94,70.5882,67.0417,67.0251,285.9742,434.3216,612.0306,530.32088,371.26732
14.95,63.7399,66.6433,67.3217,66.8948,67.4981,66.9267,68.3264,66.2532,67.2419,222.8133,355.3786,547.1611,530.7228,371.54364
15.0,65.9957,65.197,67.0949,64.6921,67.4775,66.5485,65.7547,66.1302,66.9941,201.958,288.5209,489.6272,531.11844,371.82624
15.05,60.4995,64.6469,65.9898,67.3814,67.2796,66.6814,67.4717,67.4025,67.0737,153.0637,239.191,433.5333,531.52036,372.10884
15.1,109.7111,73.1614,73.2709,62.2142,65.6536,65.9311,69.8946,68.4071,67.5438,122.7865,197.3191,381.7422,531.92228,372.38516
15.15,113.9982,82.7889,80.053,63.9747,65.0314,65.5992,65.5882,67.4071,67.2179,110.622,162.2487,336.5555,532.3242,372.66776
15.2,181.3378,106.3085,96.9338,64.813,64.6151,65.4682,73.1952,68.3809,68.2141,90.4713,135.7803,295.5414,532.52516,372.4668
15.25,278.012,148.7117,127.1135,61.8201,64.0407,64.8602,66.1108,68.4521,67.8635,69.9816,109.385,257.9481,532.72612,372.26584
15.3,371.6582,210.9435,167.8709,68.9899,64.3624,65.5484,62.0596,67.3697,66.8962,60.9875,90.9698,225.1214,532.92708,372.06488
15.35,179.3152,224.8643,169.7783,101.9478,72.3091,71.615,66.4227,66.6753,66.8173,63.1205,79.0366,198.1212,533.12804,371.86392
15.4,60.6773,214.2001,151.5949,141.4395,87.8021,83.2525,68.0997,67.1776,67.031,68.4555,70.6033,176.5103,533.32272,371.66296
15.45,69.6971,191.872,137.9452,238.751,122.5897,109.1689,67.189,65.9764,67.0574,68.8469,66.2784,158.5664,533.52368,371.462
15.5,66.8042,149.6304,126.0884,328.604,175.9464,145.7414,68.8082,66.5158,67.3492,64.8276,65.2476,142.9433,533.72464,371.26104
15.55,65.6959,88.438,116.0229,255.5773,213.2639,164.0473,61.162,66.3363,66.318,68.1013,66.6704,130.4696,533.9256,371.06636
15.6,66.276,65.8301,107.7318,129.4195,218.7583,158.276,69.7333,66.9984,66.8872,62.2716,66.5006,119.1033,534.12656,370.8654
15.65,67.5272,67.2001,101.031,116.6141,213.7932,151.3324,66.7821,66.7349,66.8697,70.1451,66.8385,110.9436,534.32752,370.66444
15.7,74.2909,68.1189,96.5743,72.5205,180.5471,138.1971,71.7664,67.6504,67.6858,67.5037,66.5699,103.7036,534.52848,370.46348
15.75,69.3796,68.6339,92.0419,64.139,127.6541,125.854,68.2646,67.5417,67.7823,66.2843,66.8612,97.467,534.72944,370.26252
15.8,66.0602,68.7068,87.7116,59.749,88.4884,114.8365,65.6884,68.447,67.4333,67.1922,66.6794,92.4212,534.9304,370.06156
15.85,66.5183,68.7552,84.1794,61.9559,74.9957,106.0231,68.7804,68.2564,67.6578,64.122,67.0495,87.7047,535.13136,369.8606
15.9,67.1476,68.6793,81.3407,64.8359,64.6401,99.1586,66.9413,68.2882,67.5384,120.2303,77.0665,93.1256,535.33232,369.65964
15.95,74.9096,68.803,80.2689,68.4172,63.8194,94.035,58.6607,65.6671,66.0588,179.913,99.5484,107.5902,535.53328,369.45868
16.0,65.0289,67.9329,77.7289,71.494,65.2904,90.2782,109.3966,73.8935,73.2817,271.1949,140.5305,134.8576,535.73424,369.25772
16.05,64.9832,67.7175,75.6046,63.4795,66.0365,85.8117,109.6867,82.6931,79.3492,350.8274,197.2575,170.8526,535.9352,369.05676
16.1,72.9508,69.004,75.1623,60.0463,65.6546,81.5174,131.4557,95.2282,88.0336,213.4686,227.1268,177.9553,536.14244,368.8558
16.15,67.5155,69.0776,73.8879,71.2302,66.9334,79.803,143.1989,110.4797,97.2279,91.8755,221.4559,163.6086,536.33712,368.65484
16.2,59.6068,66.017,71.5018,72.0815,67.6663,78.5102,124.8568,123.7189,101.8327,73.1117,200.0956,148.5258,536.61972,369.05676
16.25,69.5108,66.9134,71.1642,76.4802,68.6635,78.1661,114.3111,124.7018,103.9124,68.0088,159.4584,135.1063,536.89604,369.45868
16.3,61.2676,66.1703,69.509,67.2949,69.4266,76.3484,98.7759,122.5197,103.0563,66.3025,102.5534,123.639,537.17864,369.85432
16.35,69.6834,65.5168,69.5322,68.6516,71.1477,75.0598,104.9985,117.2282,103.38,70.7999,74.0197,114.8325,537.46124,370.25624
16.4,66.6218,65.3381,69.0413,66.2153,70.1447,73.5799,98.5323,108.2949,102.5721,74.4998,70.5445,108.1104,537.74384,370.65816
16.45,66.8452,66.7858,68.6695,69.0081,69.53,72.8121,86.4212,100.6078,99.8802,62.137,68.3496,100.4482,538.02016,371.06008
16.5,67.3432,66.3522,68.4426,70.0941,68.2528,72.3533,62.6353,90.2726,93.6728,71.3878,69.0254,95.6048,538.30276,371.45572
16.55,67.0605,67.5108,68.2064,68.225,68.4388,71.6594,71.6225,84.842,89.9977,64.1774,68.6004,90.3669,538.58536,371.85764
16.6,66.7894,66.932,67.9645,74.9096,69.6904,72.1953,64.2841,76.6991,85.7121,66.2097,67.6824,86.3407,538.86168,372.25956
16.65,78.5703,69.3217,69.7263,75.0863,71.4646,72.6713,64.7889,69.9504,82.2249,63.9516,65.5727,82.6092,539.14428,372.66148
16.7,65.1061,68.9739,68.9504,67.7154,71.2061,71.8395,67.3027,66.1267,79.7379,60.4674,65.2388,78.9189,539.42688,373.05712
16.75,69.3546,69.3762,69.0109,69.3044,71.0481,71.4101,64.417,66.483,77.1844,67.8331,64.5279,77.0713,539.8288,373.45904
16.8,65.2492,69.0139,68.3771,72.6028,71.9237,71.6021,69.5357,66.0657,75.9096,68.2017,65.3327,75.593,540.22444,373.86096
16.85,64.3855,68.5331,67.705,66.3726,70.2163,70.7236,65.3462,66.2781,74.149,68.6959,65.8299,74.4435,540.62636,374.26288
16.9,67.1152,66.2421,67.5999,65.6689,68.3328,69.8743,73.6622,68.0528,74.0679,66.4477,66.3291,73.1108,541.02828,374.6648
16.95,63.9165,66.0042,66.9792,67.2802,68.2458,69.4352,71.2306,68.8383,73.595,69.5988,68.1554,72.5255,541.4302,375.06044
17.0,70.6199,66.2573,67.5791,64.4769,67.2803,68.6019,62.2106,68.3971,71.6976,60.9423,66.7772,70.595,541.83212,375.46236
17.05,67.5937,66.7262,67.5747,65.7959,65.9189,68.1274,72.0038,68.8907,71.7486,66.3078,66.3985,69.8804,542.22776,375.86428
17.1,67.8857,67.4262,67.6197,63.1889,65.2822,67.2975,62.0617,68.2338,70.1341,64.0345,65.4662,68.9061,542.62968,376.2662
17.15,61.5006,66.3033,66.593,61.6231,64.473,66.3449,72.0607,67.9135,70.4552,65.4401,65.2647,68.3284,543.0316,376.66812
17.2,63.5651,66.233,66.0815,64.4542,63.9078,66.023,71.7608,68.0195,70.6728,69.9484,65.3346,68.5984,543.43352,377.06376
17.25,66.6285,65.4347,66.1658,72.2843,65.4693,67.0596,61.6872,67.9148,69.1752,62.3075,65.6077,67.5499,543.83544,377.46568
17.3,66.6963,65.2552,66.2474,62.9845,64.907,66.3736,66.0294,66.72,68.6509,69.4021,66.2265,67.8586,544.23108,377.8676
17.35,61.3961,63.9573,65.432,69.0964,66.0885,66.8206,67.1076,67.7292,68.3937,74.2195,68.2635,68.9188,544.633,378.26952
17.4,65.4114,64.7395,65.4217,66.7839,67.1207,66.8076,63.7762,66.0723,67.6241,69.2829,69.0321,68.9795,545.03492,378.66516
17.45,68.1532,65.6571,65.8701,70.1004,68.2499,67.3496,64.9716,64.7144,67.182,64.8737,68.0171,68.2952,545.43684,379.06708
17.5,66.5298,65.6373,65.9732,69.1367,67.6204,67.6406,63.9315,65.1633,66.6403,66.9517,68.946,68.0713,545.83248,379.469
17.55,67.5841,65.8149,66.2348,67.1458,68.4527,67.5513,62.9807,64.5535,66.0304,73.3366,69.7329,68.9488,546.2344,379.87092
17.6,103.5892,74.2535,72.4537,69.1196,68.4573,67.8058,62.8917,63.7104,65.5073,69.7281,68.8346,69.0787,546.63632,380.27284
17.65,128.4666,86.8646,81.7824,63.6718,67.8349,67.11,68.8239,64.7199,66.06,70.9286,69.1637,69.387,547.03824,380.66848
17.7,72.7104,87.776,80.2704,66.4896,67.1127,67.0066,64.7009,64.6657,65.8335,74.3475,71.0585,70.2138,547.2392,380.46752
17.75,67.5113,87.9723,78.1438,94.0462,72.0946,71.5131,68.9309,65.6656,66.3497,61.3163,69.9314,68.7309,547.44016,380.27284
17.8,66.8427,87.8241,76.2535,114.1921,81.5039,78.6195,67.5515,66.5798,66.55,70.1045,69.285,68.9598,547.8358,380.66848
17.85,63.9875,79.9037,74.2023,163.3589,100.3517,92.7359,71.6445,68.3303,67.3991,65.3728,68.414,68.362,548.23772,381.0704
17.9,69.8861,68.1876,73.483,204.386,128.4945,111.3442,63.6426,67.2941,66.773,66.7886,67.5859,68.0997,548.43868,380.86944
17.95,69.8126,67.6081,72.8712,260.0408,167.2048,136.127,70.418,68.4375,67.3805,60.5753,64.8315,66.8457,548.63964,380.66848
18.0,64.7099,67.0478,71.511,129.3731,174.2702,135.0013,68.4251,68.3363,67.5546,66.8983,65.9479,66.8544,548.8406,380.46752
18.05,66.5704,66.9933,70.6876,60.7455,163.5808,122.6254,65.2806,67.8822,67.1756,63.4468,64.6164,66.2865,549.04156,380.26656
18.1,73.2702,68.8498,71.118,67.0874,144.3266,113.369,62.1679,65.9868,66.341,64.2532,64.3925,65.9476,549.24252,380.0656
18.15,65.5176,67.9761,70.1846,70.7839,117.6061,106.2715,72.5784,67.774,67.3806,61.4621,63.3271,65.2,549.44348,379.86464
18.2,66.9358,67.4008,69.6431,63.2261,78.2432,99.0973,65.0069,66.6918,66.985,97.6272,70.7375,70.6046,549.64444,379.66368
18.25,66.4107,67.7409,69.1044,70.4597,66.4605,94.3244,65.7516,66.1571,66.7794,120.7641,81.5107,78.9645,549.8454,379.46272
18.3,64.5947,67.3458,68.3528,63.1016,66.9317,89.1206,65.6027,66.2215,66.5833,167.1029,102.2419,93.6542,550.04636,379.26176
18.35,64.8886,65.6695,67.7754,64.2972,66.3737,84.9833,67.3587,67.2597,66.7125,203.9286,130.177,112.0333,550.24732,379.0608
18.4,63.9385,65.3537,67.1359,65.6849,65.3539,81.7669,66.6109,66.0662,66.6956,225.589,163.0024,130.9592,550.44828,378.86612
18.45,67.0519,65.3769,67.1219,66.7322,66.0551,79.2611,66.2416,66.3131,66.6199,263.3341,196.1438,153.0217,550.64924,378.66516
18.5,70.1744,66.1296,67.6248,71.3854,66.2402,77.9427,68.9308,66.9489,67.0051,269.7104,225.933,172.4698,551.05116,378.94148
18.55,65.6568,66.342,67.291,70.4849,67.7169,76.6939,70.8342,67.9952,67.6433,275.2044,247.5533,189.5923,551.4468,379.22408
18.6,67.3515,66.8346,67.2953,63.1274,67.4829,74.427,69.5088,68.4253,67.9542,112.0679,229.1812,176.6715,551.84872,379.50668
18.65,68.1433,67.6756,67.4308,62.61,66.868,72.4517,69.9823,69.0995,68.2922,65.8097,197.2253,158.1946,552.25064,379.783
